Images,Spell Name,Page,Source,Foundry Tag,Unnamed: 5,Tag ABRV,Tag,Theme,Class,New Class,Subclass,Level,School,School ABRV,Description,Notes,Clarification,Table,Scaling,Scaling Level,Scaling Modifier,Scaling Effect,Scaling Dice Count,Scaling Dice Type,Fixed Value,Flavor,Alternative Flavor,Quotes,Anomaly Effect,Modifier Details,Modifier Type,Modifier Subtype,Modifier Dice Count,Modifier Dice Type,Modifier Fixed Value,Modifier Use Primary Stat,Modifier Duration,Modifier Duration Unit,Damage,Damage Type,Old Damage Type,Old Type,Condition,Saving Throw,Success,Fail,Skill Check,Ability Check,DC,Ritual,Techno Magic,Casting Time,Casting Unit,Casting Type,Trigger,Duration,Duration Type,Duration Amount,Duration Unit,Up To,Concentration,Range,Range Type,Range Unit,Range Distance,Area,Area Type,Area ABRV,Area Unit,Area Distance,Components,Components ABVR,Component Description (Material),Component Description (Somatic),Component Description (Verbal),Terrain,Terrain Effect,Consecrated / Desecrated,Cost,Acquisition Note,Permit,Blood Pact,Blood Pact Effect,Arcane Strain,References SRD,Image Url,DDB,WA,LLM Class
,Oxidized Strike,0.0,ORIO,"Modifies AC, Grants Advantage","Modifies AC, Grants Advantage",MAC,"Damage, Terrain, BETA",,Druid,Architect,,0-Cantrip,Necromancy,N,"You channel the corrosive forces of decay into your strike, touching a creature’s armor or weapon with a touch imbued with necrotic energy. The target suffers both chiaric damage and the physical degradation of their gear.- Melee spell attack: Make a melee spell attack against a target. On a hit, the target takes 1d6 chiaric damage.- Armor Degradation: If the target is wearing armor, their AC is reduced by 1 for 1 minute due to rust and corrosion weakening their armor. This reduction stacks with other effects.- Weapon Degradation: If the target is wielding a weapon, it becomes slightly dulled, imposing disadvantage on attack rolls with that weapon until it is repaired or restored.",,,,"- 5th level: The damage increases to 2d6 necrotic damage, and the AC reduction lasts for 10 minutes.- 11th level: The damage increases to 3d6 necrotic damage, and the AC reduction is applied to all armor worn by the target, including shields.",,,,,,,"As you reach out with a swipe or strike, you feel the cold, creeping touch of decay course through your hand, an invisible corrosive aura eating away at the target’s defenses. Where you touch, rust and rot spread in an instant, weakening armor and weapon alike. Your victim recoils as the rust spreads across their equipment, their movements becoming sluggish and uncertain.",,,,reduces AC by 1 for 1 minute,1.0,,,,-1,,1,2.0,1d6,chiaric,Necrotic,,,,,,,,,False,False,Action,1.0,Action,,Instant,Instant,,,False,False,Melee,Point,,,,,,,,"Verbal, Somatic, Terrain","V, S, T",,,,Rusted Panel,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/oxidized%20strike.png,3137415.0,,"Sorcerer, Warlock"
,Pale Effigy,0.0,ORIO,Affects Objects,Affects Objects,OBJ,,,"Cleric, Warlock",Scourge,,0-Cantrip,Necromancy,N,"You create a faint, distorted trace of someone who recently handled an object. A ghostly outline of their hands or footprints lingers faintly, fading slowly over the duration. This effect does not reveal the person’s identity but may suggest their presence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 hours,,1.0,Hours,False,False,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a strand of hair or a fingerprint,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/pale%20effigy.png,3137416.0,,"Sorcerer, Wizard, Warlock"
,Paradox Consecration,0.0,ORIO,"Healing, Modifies AC, Grants Advantage","Healing, Modifies AC, Grants Advantage",HL,,,"Paladin, Cleric",Judge,,3rd-level,Divination,D,"You designate an area as both sanctified and desecrated for 5 rounds. It counts as both types of terrain simultaneously.

While active:- All Sacred Footing and Aura of Sanctity benefits for both Holy and Unholy terrain are active.- Enemies within the area must make a Wisdom saving throw or suffer from Paranoia (disadvantage on Insight, Investigation, and saving throws against fear effects).- You may cast spells that require either Holy or Unholy terrain as though the condition is met.

This creates strange divine interference, and at the start of your turn while concentrating on it, roll a d6:- 1–2: Radiant burst (each creature takes 1d6 radiant)- 3–4: Shadow pulse (each creature heals 1 HP if undead)- 5–6: No extra effect",,,,,,,,,,,,,,,enemies within the area must make a Wisdom saving throw or suffer from Paranoia,4.0,5.0,,,disadvantage,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,5 rounds,,5.0,Rounds,False,True,60 feet,Point,60.0,Feet,,,,,,"Material, Somatic, Verbal","V, S, R",a burnt fragment of scripture,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/paradox%20consecration.png,3137417.0,,"Cleric, Paladin"
,Paradox Echo,0.0,ORIO,Modifies AC,Modifies AC,MAC,Damage,,"Wizard, Sorceror, Druid",Architect,,6th-level,Illusion,I,"You leave behind a temporal echo of yourself, a fractured imprint repeating your most recent motion as if caught between moments. The echo is visually indistinguishable from you and can be interacted with, but it cannot act independently. If the echo is struck, it ruptures into a burst of destabilized thought, dealing 6d6 cognitive damage to all creatures within 10 feet. Even after the echo fades, sensitive observers may sense that time was briefly bent.",,,,,,,,,,,,,,,deals 6d6 cognitive damage,3.0,,6,d6,,,,,6d6,cognitive,Psychic,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,False,30 feet,Point,30.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R",a cracked mirror,,,,,,,Entities sensitive to time distortions may notice anomalies lingering after the spell ends.,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/paradox%20echo.png,3137190.0,,"Sorcerer, Wizard"
,Paradox of Endless Petition,0.0,ORIO,Modifies AC,Modifies AC,MAC,,,"Bard, Wizard","Parascientist, Celebrity",Chrono- Thanatology,8th-level,Conjuration,C,"You consign a creature to an infinite cycle of royal petition and review, trapping their mind in an unresolvable appeal before unseen authority. The target must make a Wisdom saving throw. On a failure, they are unable to act for 1d10 days, convinced they are endlessly submitting requests, attending hearings, and awaiting judgments that never arrive. To the victim, time appears to pass normally, yet every attempt to act is deferred to a higher review that is always pending.",,,,,,,,,,,,,,,target must make a Wisdom saving throw,4.0,5.0,1,10,,,,,1d10,,,,,,,,,,,False,False,1 minutes,1.0,Minutes,,Permanent,Permanent,,,False,False,30 feet,Point,30.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R",a signed contract,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/paradox%20of%20endless%20petition.png,3137233.0,,"Cleric, Paladin"
,Perfect Restoration,0.0,ORIO,,,,,,Cleric,Parascientist,Semiography,7th-level,Evocation,V,"You rewrite the body’s present state to match its intended form. The target regains all hit points and has all lost limbs and organs fully restored.

If the creature is suffering from mutation, deformity, or anomalous alteration, the spell attempts to return the body to its original, uncorrupted state, ending such effects where possible. This restoration does not resurrect the dead but fully repairs the living.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a medical report detailing the target’s injuries,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/perfect%20restoration.png,3137455.0,,"Cleric, Druid, Paladin, Sorcerer, Wizard"
,Phantom Call,0.0,ORIO,Affects Objects,Affects Objects,OBJ,,,"Bard, Wizard",Cultist,,2nd-level,Necromancy,N,"You leave a lingering cognitive echo in an object. At any point during the duration, you may mentally transmit a single message (up to 25 words) that will be heard by anyone within 30 feet of the object as if it were ringing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 hours,,1.0,Hours,False,False,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a disconnected telephone receiver,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/phantom%20call.png,3137423.0,,"Bard, Sorcerer, Warlock"
,Phantom Paper Trail,0.0,ORIO,Modifies AC,Modifies AC,MAC,,,Wizard,Parascientist,Semiography,3rd-level,Illusion,I,"You do not just alter a document—you bend reality itself to accept the forgery as true for a short period of time.

- When you modify a ledger, contract, record, or file, the spell imprints its existence into the fabric of the world, making it temporarily irrefutable.
- For the next 10 minutes, any creature reading or interacting with the altered document will believe it is correct, unless they succeed on a DC 18 Intelligence (Investigation) check.
- Even memories are briefly affected—a guard whose records have been modified will recall seeing you enter.
- After 10 minutes, the false record vanishes, and reality attempts to correct itself, leaving behind only confusion and a lingering sense that something wasn’t quite right.",,,,,,,,,,,,,,,DC 18 Intelligence (Investigation) check to disbelieve the altered document,4.0,,,18,,,,,,,,,,,,,,,18,False,False,Action,1.0,Action,,10 minutes,,10.0,Minutes,False,False,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a forged signature,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/phantom%20paper%20trail.png,3137424.0,,"Sorcerer, Wizard"
,Phase Step,0.0,ORIO,Affects Objects,Affects Objects,OBJ,BETA,,"Druid, Sorceror",Architect,,1st-level,Transmutation,T,"You momentarily shift into a liminal state, allowing you to step through solid objects no thicker than 5 feet. If you would end your movement inside an object, you are ejected to the nearest open space, taking 1d8 impact damage.",,,,,,,,,,,,,,,takes 1d8 impact damage,9.0,,1,8,,,,,1d8,impact,Force,,,,,,,,,False,False,Bonus Action,1.0,Bonus Action,,Instantaneous,Instant,,,False,False,Self,Point,,Self,,,,,,Verbal,V,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/phase%20step.png,3137425.0,,"Ranger, Sorcerer, Warlock"
,Pillow Talk,0.0,ORIO,,,,"Sexual, Control",,"Bard, Wizard, Sorceror",Medic,,2nd-level,Divination,D,"This spell reconstructs the ambient sensations, whispers, and tactile imprints of previous intimate engagements within a location.
 
While harmless, the effect warps local reality, causing phantom touches, faint breathing, and glimpses of past moments that linger in the space. This spell is illegally used in corporate surveillance and high- end brothel atmospherics.
 
- A creature charmed by you automatically fails the saving throw for this spell.",,,,"At higher levels, this spell reveals actual words spoken during the previous encounter (3rd-level slot).",2.0,,16.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 turn/level,,1.0,,False,False,10 feet,Point,10.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R",a silk sheet,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/pillow%20talk.png,3137427.0,,"Bard, Sorcerer"
,Poltergust,0.0,ORIO,"Requires Sight, Affects Objects, Grants Advantage","Requires Sight, Affects Objects, Grants Advantage",SGT,BETA,,Bard,"Celebrity, Runner, Cultist, Anomalous",,0-Cantrip,Illusion,I,"You gesture subtly, and a phantasmal breeze whispers through an area you can see within range. Curtains billow, candles flicker, papers shift, and cold air brushes the skin. Though entirely illusory, the sensation feels real—enough to distract, unnerve, or suggest a presence unseen.- The wind cannot cause harm or move objects heavier than 5 lbs.- Creatures within the area instinctively glance around. If they are unaware of you or expecting stealth, you may gain advantage on your next Charisma (Deception or Performance) or Dexterity (Stealth) check against them before the end of your next turn.

This 0-Cantrip is often used to haunt, mislead, or emphasize one’s words, and is popular among illusionists, tricksters, and dramatists alike.",,,,,,,,,,,,,,,gains advantage on Charisma (Deception or Performance) or Dexterity (Stealth) check,5.0,6.0,,,advantage,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,10 feet,Point,10.0,Feet,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/poltergust.png,3137431.0,,"Bard, Sorcerer, Wizard"
,Power Surge,0.0,ORIO,Modifies AC,Modifies AC,MAC,"Damage, Healing, BETA",,"Cleric, Ranger, Druid",Architect,,3rd-level,Evocation,V,"The target’s body crackles with latent electrical energy, empowering their strikes. For the duration of the spell, the target deals 1d8 additional electric damage with weapon attacks and unarmed strikes.

Furthermore, if the target takes electric damage while this spell is active, they absorb the energy, regaining hit points equal to half the damage taken.",,,,,,,,,,,,,,,deals 1d8 additional electric damage with weapon attacks and unarmed strikes,3.0,,1,8,,,,,1d8,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,True,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a broken fuse,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/power%20surge.png,3137433.0,,"Sorcerer, Warlock"
,Power Word: Unravel,0.0,ORIO,"Permanent Effects, Modifies AC","Permanent Effects, Modifies AC",PRM,"Sexual, BETA",,"Bard, Warlock, Sorceror","Parascientist, Scourge",,6th-level,Enchantment,E,"You speak a single, forbidden syllable: A sonic anomaly that cuts beneath thought, identity, and social constraint. The moment it leaves your lips, the word spreads like an invisible shockwave, slipping past armor, modesty, and mental fortitude.

Every creature within 60 feet of you who can hear the word, including yourself, must succeed on a Wisdom saving throw or be compelled to immediately strip all worn items, including clothing, armor, uniforms, accessories, magical attire, and identity- linked gear.

Affected creatures drop whatever they are holding and use their next movement and action (if able) to completely disrobe, regardless of current danger, weather, or social context. The compulsion lasts until the creature has removed all items or is incapacitated.

- The caster is not immune.
- Creatures immune to being charmed are unaffected.
- Deafened creatures or those in soundproof areas are unaffected.
- Constructs or creatures that do not wear gear are unaffected.
- If a creature removes magical protective gear, their AC may drop, and spell effects tied to those items end as usual.

Additional Effects
In addition to its physical effect, the power word unravels falsehoods.
- All illusions, glamers, disguises, and non- permanent magical concealments affecting creatures in range are immediately dispelled, as if targeted by dispel magic.
- Creatures under effects such as disguise self, invisibility, or illusion- based shapeshifting are revealed in their true forms for 1 minute.",,,,,,,,,,,"In Concord City, this spell is classified as a Class- 7 Disruption Event by A.S.T.R.A.L. It was banned after the Incident at the Ivory Banquet, where two boardrooms and an entire opera house experienced simultaneous disrobing. The name of the word remains unrecorded. Those who try to repeat it often bite through their tongues.",,,,must succeed on a Wisdom saving throw,4.0,5.0,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,60 feet,Point,60.0,Feet,,,,,,Verbal,V,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/power%20word%3A%20unravel.png,3137434.0,,"Bard, Sorcerer, Warlock"
,Precision Aim,0.0,ORIO,,,,"Firearm, Precision",,Ranger,Operative,,2nd-level,Divination,D,"Your vision sharpens, highlighting enemy weak points. During the spell's duration, once per turn, your firearm attacks deal an additional 1d6 damage. Additionally, you ignore penalties from long- range firing and half- cover.",,,,Damage +1d6 per 2 levels above 2nd,,,,,,,,,,,additional 1d6 damage,3.0,,1.0,6.0,,,,,1d6,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,Self,Point,,Self,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/precision%20aim.png,3137435.0,,Ranger
,Preserve Provisions,2.0,ORIO,,,,,,,,,2nd-Level,Transmutation,T,Nonmagical food and drink within range are protected from spoilage and contamination for the duration. The spell affects a quantity of supplies sufficient for up to ten creatures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 houres,,,,False,,Touch,Point,,Touch,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,,,,Artificer
